Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
156.0,873.15,6.75,187.5,0.0325,0.08750000000000001,0.26759999999998685,1.3334693155667476,0.5128799723796043,8.000349648223303
157.0,873.15,6.75,187.5,0.0325,0.125,0.26569999999998706,1.3334681210064316,0.5128240187105665,8.000346576853278
158.0,873.15,6.75,187.5,0.0325,0.16250000000000003,0.2651999999999871,1.3334678055293234,0.5128391757983656,8.000345765720036
159.0,873.15,6.75,187.5,0.0325,0.2,0.26499999999998713,1.3334676797140481,0.5128385985765216,8.000345442232334
160.0,873.15,6.75,187.5,0.05500000000000001,0.05,0.14700000000000013,1.3334057889727406,0.3030389068134792,8.000186308716044
161.0,873.15,6.75,187.5,0.05500000000000001,0.08750000000000001,0.14310000000000056,1.3334033697922436,0.3030940752606679,8.000180088346072
162.0,873.15,6.75,187.5,0.05500000000000001,0.125,0.14250000000000063,1.333403001803206,0.3030517178095749,8.000179142145173
163.0,873.15,6.75,187.5,0.05500000000000001,0.16250000000000003,0.14240000000000064,1.333402936658764,0.30312491141644227,8.000178974640875
164.0,873.15,6.75,187.5,0.05500000000000001,0.2,0.14230000000000065,1.333402877298096,0.3030779878148542,8.00017882200827
165.0,873.15,6.75,187.5,0.0775,0.05,0.10750000000000205,1.3333859567297297,0.21511193977476742,8.000135314253273
166.0,873.15,6.75,187.5,0.0775,0.08750000000000001,0.10520000000000199,1.3333845359893048,0.21506706093543032,8.00013166108336
167.0,873.15,6.75,187.5,0.0775,0.125,0.10490000000000198,1.3333843493234923,0.21510151335781777,8.000131181106605
168.0,873.15,6.75,187.5,0.0775,0.16250000000000003,0.10480000000000197,1.3333842881769038,0.21509247578207055,8.000131023879346
169.0,873.15,6.75,187.5,0.0775,0.2,0.10480000000000197,1.3333842859174616,0.2151372872612919,8.000131018069574
170.0,873.15,6.75,187.5,0.1,0.05,0.08940000000000153,1.333377197367524,0.16670489553672543,8.000112791110299
171.0,873.15,6.75,187.5,0.1,0.08750000000000001,0.08770000000000149,1.3333761424288035,0.1666727594433513,8.000110078511474
172.0,873.15,6.75,187.5,0.1,0.125,0.08750000000000148,1.3333760157153165,0.16672397418136928,8.000109752688882
173.0,873.15,6.75,187.5,0.1,0.16250000000000003,0.08740000000000148,1.333375955812867,0.1666871127071576,8.00010959865979
174.0,873.15,6.75,187.5,0.1,0.2,0.08740000000000148,1.333375954083665,0.16671877067884727,8.000109594213326
180.0,873.15,6.75,225.0,0.0325,0.05,0.24039999999998984,1.333431669281172,0.4274217967516119,8.000252853209632
181.0,873.15,6.75,225.0,0.0325,0.08750000000000001,0.22649999999999137,1.3334245738630206,0.42743974864843076,8.000234609330956
182.0,873.15,6.75,225.0,0.0325,0.125,0.22459999999999158,1.3334236149425054,0.4274117014111144,8.000232143727121
183.0,873.15,6.75,225.0,0.0325,0.16250000000000003,0.22409999999999164,1.3334233615244762,0.427436963151747,8.000231492131123
184.0,873.15,6.75,225.0,0.0325,0.2,0.22389999999999166,1.3334232605536855,0.42743924368580033,8.00023123251199
185.0,873.15,6.75,225.0,0.05500000000000001,0.05,0.13170000000000182,1.3333854317178016,0.252590335811976,8.00013396428316
186.0,873.15,6.75,225.0,0.05500000000000001,0.08750000000000001,0.1272000000000023,1.3333831783904055,0.2525958598369954,8.000128170265924
187.0,873.15,6.75,225.0,0.05500000000000001,0.125,0.12660000000000238,1.3333828778611998,0.2526406960435634,8.000127397509395
188.0,873.15,6.75,225.0,0.05500000000000001,0.16250000000000003,0.1264000000000024,1.3333827796043076,0.25261451572201316,8.000127144859533
